ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
58,Darth Vader,9.33,male,"Labrador Retriever, Newfoundland Mix",2/1/12,2/1/12,2/24/12,black,medium,medium,,,,,,,,
126,Hófehérke,9.92,female,Unknown Mix,12/5/11,12/5/11,1/18/12,white,medium,medium,yes,,yes,yes,,,,
57,Brix,9.33,male,Schnauzer Mix,2/1/12,2/1/12,2/24/12,black,wirehaired,medium,,,,,,,,
8,Mr Spicc,9.83,male,Spitz,1/25/12,1/25/12,1/25/12,white,long,medium,,,,,,,,
47,Judy,9.83,female,Unknown Mix,12/29/11,12/29/11,2/4/12,black and white,short,medium,,,yes,,yes,yes,,
48,Kokó,9.83,male,Unknown Mix,11/20/11,11/20/11,2/4/12,gray,medium,medium,,,yes,,,,,
3,Gesztenye,8.83,female,Chinese Shar-Pei Mix,10/17/11,1/23/12,1/23/12,brown,short,medium,yes,,yes,,,,,garden
38,Emma,13.83,female,Unknown Mix,11/3/11,11/3/11,1/31/12,brown,short,small,,,,,,,,
2,Pici,10.83,male,Jagd Terrier Mix,3/20/11,3/20/11,1/23/12,black and tan,wirehaired,medium,no,,yes,yes,yes,yes,,garden
53,Wolle,12.92,male,"Poodle, Pumi Mix",12/5/11,12/5/11,1/18/12,white,short,small,,,yes,yes,yes,yes,,
50,Titus,8.75,male,Labrador Retriever Mix,12/5/11,12/5/11,1/18/12,yellow-brown,short,medium,,,,,,,,
116,Yin És Yang,8,female,Unknown Mix,1/1/12,1/1/12,1/18/12,black and tan,short,small,,,,,,,,
47,Lippie,10.92,female,German Shepherd Dog,11/1/11,11/1/11,1/18/12,sable,short,large,,,yes,yes,,,,both flat and garden
120,Terry,8.92,male,Unknown Mix,12/5/11,12/5/11,1/18/12,saddle back,short,large,,,yes,yes,yes,yes,,garden
119,Jeep,8.92,male,German Shepherd Dog Mix,12/5/11,12/5/11,1/18/12,sable,short,large,,,,,yes,yes,,
124,Böbi,8.92,female,Bearded Collie Mix,12/5/11,12/5/11,1/18/12,black and white,medium,medium,,,,,,,,
51,Dart Wader,11.92,male,Labrador Retriever Mix,12/5/11,12/5/11,1/18/12,black,short,medium,,,,,,,,
54,Macy,14.92,female,German Shepherd Dog Mix,12/5/11,12/5/11,1/18/12,sable,short,large,,,yes,yes,,,,
123,Aby,9.08,male,Unknown Mix,12/5/11,12/5/11,1/18/12,black,short,medium,,,yes,yes,,,,
55,Sony,8.5,male,Beagle Mix,12/5/11,12/5/11,1/18/12,tricolor,short,medium,,,yes,yes,,,,
117,Bubi,8.42,male,Unknown Mix,12/5/11,12/5/11,1/18/12,black,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
115,Sziporka,8.33,female,Unknown Mix,12/5/11,12/5/11,1/18/12,black and tan,short,medium,,,,,yes,yes,,
118,Mini,8.42,female,Unknown Mix,1/1/12,1/1/12,1/18/12,brown,short,medium,,,,,,,,
49,Serena,8.92,female,"Belgian Malinois, German Shepherd Dog Mix",12/5/11,12/5/11,1/18/12,yellow-brown,short,medium,,,yes,yes,,,,
48,Mák,8.92,male,"Puli, Pumi Mix",12/5/11,12/5/11,1/18/12,gray,medium,medium,,,,,,,,
121,Vénusz,9.92,female,Labrador Retriever Mix,12/5/11,12/5/11,1/18/12,golden,short,medium,,,,,,,,
122,Funny,9.92,female,Pumi Mix,12/5/11,12/5/11,1/18/12,gray,medium,medium,,,,,,,,
52,Snoopy,11.92,male,Unknown Mix,12/5/11,12/5/11,1/18/12,black,short,small,,,yes,yes,yes,yes,,
125,Fréda,8.92,female,Unknown Mix,12/5/11,12/5/11,1/18/12,black and tan,short,medium,,,yes,yes,yes,,,
44,Titus,8.67,male,Unknown Mix,12/20/11,12/20/11,1/3/12,yellow-brown,short,medium,,,,,,,,
12,Kitti,10.92,female,Spaniel Mix,12/1/10,12/1/10,12/29/11,black,long,medium,no,,yes,yes,yes,yes,yes,garden
425,Angel,9,female,"Doberman, Greyhound, Labrador Retriever Mix",1/2/11,1/2/11,1/12/12,black,medium,large,yes,,yes,yes,yes,yes,,both flat and garden
46,Serena,9.92,female,"German Shepherd Dog, Labrador Retriever Mix",12/20/11,12/20/11,1/3/12,yellow-brown,short,medium,,,,,,,,
619,Lolka,14.75,female,"German Shepherd Dog, Mudi Mix",8/12/05,8/12/05,1/8/12,black and brown,short,medium,yes,,yes,,yes,yes,,
427,Afro,9,female,Parson Russell Terrier Mix,1/1/11,1/1/11,1/12/12,tricolor,short,medium,yes,,yes,yes,yes,yes,,flat
113,Tacskó Keverék Kölykök,8,male,Dachshund Mix,12/5/11,12/5/11,1/18/12,yellow-brown,short,small,,,,,,,,
344,Besso,8.25,male,Unknown Mix,10/4/11,10/4/11,1/8/12,black and tan,medium,medium,no,,yes,,yes,yes,,both flat and garden
618,Betyár,15.92,male,Hound Mix,8/3/05,8/3/05,1/8/12,black,short,medium,yes,,yes,,,,,garden
423,Zsazsa,10.08,female,Unknown Mix,12/30/10,12/30/10,1/12/12,tricolor,medium,medium,yes,,yes,yes,,,,both flat and garden
345,Pletyka,8.5,female,Unknown Mix,6/26/11,6/26/11,1/8/12,black,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
114,Hannah,8.33,female,Unknown Mix,12/5/11,12/5/11,1/18/12,black,short,medium,,,yes,yes,,,yes,
621,Bandi,15.92,male,"German Shepherd Dog, Hound Mix",5/23/05,5/23/05,1/8/12,sable,short,medium,,,yes,,yes,yes,,garden
616,Csaki,16.58,male,Dachshund Mix,5/26/05,5/26/05,1/8/12,black,short,medium,yes,,,,yes,yes,,flat
426,Hunor,9.17,male,Bull Terrier Mix,4/12/11,4/12/11,1/12/12,black,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
611,Hörbi,15.17,male,Fox Terrier Mix,4/16/05,4/16/05,12/30/11,black,short,small,yes,,yes,yes,yes,yes,,garden
338,Kami,8.42,female,German Shepherd Dog Mix,8/27/11,8/27/11,1/7/12,black,medium,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
620,Félsz,15.92,female,"German Shepherd Dog, Hound Mix",8/12/05,8/12/05,1/8/12,sable,short,medium,yes,,yes,,yes,yes,,both flat and garden
603,Vénusz,15.67,female,"Dachshund, German Shepherd Dog Mix",8/16/11,8/16/11,12/30/11,black,short,small,yes,,yes,,yes,yes,,both flat and garden
424,Norma,9.42,female,Mudi Mix,8/15/10,8/15/10,1/12/12,black,medium,medium,yes,,yes,yes,yes,yes,,flat
298,Dolly,8.33,female,German Shepherd Dog Mix,9/30/11,9/30/11,12/26/11,tricolor,short,medium,no,,yes,yes,yes,yes,,both flat and garden
233,Grisa,9.42,male,"Belgian Sheepdog, Mudi Mix",11/1/10,11/1/10,12/19/11,black,long,medium,no,,yes,,yes,yes,,both flat and garden
251,Kinga,8.83,female,Unknown Mix,4/9/11,4/9/11,12/20/11,black,short,medium,yes,,yes,,yes,yes,,garden
312,Elvira,11.92,female,Miniature Schnauzer Mix,3/1/11,3/1/11,12/26/11,gray,wirehaired,small,yes,,yes,,yes,yes,,both flat and garden
10,Buksi,13,male,Unknown Mix,1/1/10,1/1/10,12/14/11,black,medium,large,no,no,yes,yes,no,yes,,garden
283,Dodó,9.42,male,Unknown Mix,8/2/10,8/2/10,12/26/11,saddle back,short,medium,no,,yes,yes,no,yes,,both flat and garden
234,Szamba,13.92,female,Dachshund Mix,1/1/09,1/1/09,12/19/11,black and white,short,medium,yes,,yes,,yes,yes,,both flat and garden
315,John,9.17,male,Unknown Mix,2/1/11,2/1/11,12/26/11,black,medium,medium,no,,yes,,yes,yes,,garden
300,Dominó,8.33,male,Unknown Mix,9/30/11,9/30/11,12/26/11,black and white,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
260,Dollár,10.92,female,"Fox Terrier, Pekingese Mix",10/26/10,10/26/10,12/21/11,tricolor,short,medium,yes,,yes,,yes,yes,,both flat and garden
237,Imre,13.92,male,"Fox Terrier, Jagd Terrier Mix",10/1/11,10/1/11,12/19/11,brown,wirehaired,medium,no,,yes,yes,no,yes,,garden
267,Bogár,10.58,male,Unknown Mix,1/1/11,1/1/11,12/21/11,black and tan,short,medium,no,,yes,,no,yes,,both flat and garden
246,Borsika,10.92,male,Unknown Mix,3/31/10,3/31/10,12/20/11,black and white,short,small,no,,yes,yes,no,yes,,both flat and garden
257,Borzas,11.67,male,Fox Terrier Mix,11/3/08,11/3/08,12/21/11,black and white,wirehaired,medium,,,yes,yes,no,yes,,
225,Morzsa,13,male,Pekingese Mix,8/18/09,8/18/09,12/14/11,red and white,short,medium,yes,,yes,,,yes,,garden
202,Lord,11.92,male,Labrador Retriever Mix,12/1/11,12/10/11,12/16/11,white,short,medium,,yes,yes,yes,,yes,,flat
239,Veda,10.92,male,Unknown Mix,1/1/10,1/1/10,12/19/11,black,medium,medium,,,yes,yes,no,yes,,both flat and garden
307,Pedro,8.5,male,German Shepherd Dog Mix,6/1/11,6/1/11,12/26/11,striped,short,medium,no,,yes,yes,no,yes,,both flat and garden
247,Lédi,9.92,female,Greyhound Mix,1/1/11,1/1/11,12/20/11,black,short,medium,yes,,yes,,yes,yes,,both flat and garden
231,Borika,10.92,female,Unknown Mix,10/1/09,10/1/09,12/19/11,black and white,medium,medium,yes,,yes,,yes,yes,,garden
9,Buci És Fifi,9.67,female,German Shepherd Dog Mix,12/1/10,12/1/10,12/14/11,black and brown,medium,medium,yes,,yes,yes,yes,yes,,garden
215,Cseri,10.17,female,Hound Mix,12/14/09,12/14/09,12/14/11,sable,short,medium,yes,,yes,,yes,yes,,both flat and garden
1664,Vitara,8.5,female,Unknown Mix,12/10/11,12/10/11,12/12/11,brown and white,short,medium,,,,,,,,
212,Mufi,10,female,Greyhound Mix,3/31/10,3/31/10,12/14/11,striped,short,medium,yes,,yes,,yes,yes,,both flat and garden
191,Sánti,10,male,Unknown Mix,9/1/11,9/1/11,12/9/11,brown,short,large,no,,yes,yes,no,yes,,garden
187,Kócos,10,female,Unknown Mix,9/1/11,9/1/11,12/9/11,black,wirehaired,medium,no,,yes,,yes,no,,garden
170,Kóbor,13,male,Dachshund Mix,8/1/11,8/1/11,12/9/11,black,short,small,no,,yes,,no,yes,,both flat and garden
422,Muffin,10.42,female,Hound Mix,11/12/09,11/12/09,12/2/11,black and tan,short,large,yes,,yes,yes,yes,yes,,both flat and garden
222,Delon,9.5,male,Labrador Retriever Mix,10/26/10,10/26/10,12/14/11,black,medium,medium,no,,yes,,no,yes,,garden
7,Boci,9,male,Unknown Mix,5/1/11,5/1/11,12/14/11,black and white,medium,medium,no,yes,yes,yes,yes,yes,yes,garden
217,Benji,10,male,Unknown Mix,4/26/10,4/26/10,12/14/11,sable,short,medium,,,yes,,no,yes,,garden
322,Szalma,8.58,female,Unknown Mix,11/2/11,12/5/11,11/18/11,yellow-brown,short,medium,,,yes,yes,yes,yes,,both flat and garden
420,Amanda,12.42,female,Cane Corso,8/20/11,8/20/11,12/2/11,apricot,short,medium,,,yes,yes,yes,yes,,both flat and garden
216,Bufi,10,female,Greyhound Mix,1/1/10,1/1/10,12/14/11,black and brown,short,medium,yes,,yes,,yes,yes,,both flat and garden
171,Vacak,10,female,Schnauzer Mix,2/1/11,2/1/11,12/9/11,black,wirehaired,medium,yes,,yes,,yes,yes,,garden
50,Zizi,8.5,female,Unknown Mix,12/3/11,12/3/11,12/4/11,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
49,Csöpi,19,male,Unknown Mix,12/3/11,12/3/11,12/3/11,red,short,medium,,,yes,yes,yes,yes,yes,garden
178,Dinka,9,female,Schnauzer Mix,7/1/11,7/1/11,12/9/11,black,wirehaired,medium,yes,,yes,,yes,yes,,garden
182,Picúr,9.5,female,Dachshund Mix,9/1/11,9/1/11,12/9/11,black,short,small,no,,yes,,yes,yes,,both flat and garden
199,Gróf,10,male,Schnauzer Mix,7/1/11,7/1/11,12/9/11,black,wirehaired,large,no,,yes,,yes,yes,,garden
318,Ricotta,14.17,male,Beagle Mix,10/14/11,11/30/11,11/14/11,spotty,short,small,,yes,yes,yes,yes,yes,,both flat and garden
1555,Rozsdi,13.92,male,Unknown Mix,10/10/10,10/10/10,10/31/11,brown,wirehaired,medium,yes,,yes,yes,,yes,,both flat and garden
1556,Puska,12.92,female,Unknown Mix,9/30/10,9/30/10,10/31/11,black,short,medium,yes,,,,yes,yes,,both flat and garden
1552,Rudi/Buksi,15.92,male,Unknown Mix,9/14/10,9/14/10,10/31/11,sable,short,medium,yes,,yes,,yes,yes,,both flat and garden
40,Atosz,17.92,male,Kuvasz Mix,11/1/11,11/1/11,11/4/11,white,medium,large,,,yes,,,,,both flat and garden
726,Silver,13.17,female,Unknown Mix,9/5/11,9/5/11,11/15/11,gray,medium,medium,yes,,yes,,yes,yes,,garden
1544,Sharpi,9.5,female,Chinese Shar-Pei Mix,7/16/10,7/16/10,10/31/11,tricolor,short,medium,yes,,yes,,yes,yes,,both flat and garden
34,Sam,11.08,male,Unknown Mix,10/24/11,10/24/11,11/2/11,black and tan,short,medium,,,yes,,yes,yes,,
1554,Ali,11.92,male,Unknown Mix,9/18/10,9/18/10,10/31/11,white,short,large,yes,,yes,,yes,yes,,both flat and garden
321,Inas,9.08,male,Unknown Mix,11/9/11,12/5/11,11/18/11,brown,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
1548,Thor,10.92,male,Unknown Mix,8/16/10,8/16/10,10/31/11,black and brown,short,large,no,,,,yes,yes,,garden
197,Olga,13.08,female,Unknown Mix,9/27/10,9/27/10,11/4/11,black and tan,short,medium,,,yes,yes,yes,yes,,both flat and garden
1547,Judy,9.83,female,Unknown Mix,8/6/10,8/6/10,10/31/11,black and brown,short,large,yes,,yes,yes,yes,yes,,both flat and garden
1553,Elza,11.92,female,German Shepherd Dog Mix,9/20/10,9/20/10,10/31/11,striped,short,large,yes,,yes,,yes,yes,,both flat and garden
1546,Buco,9.5,male,Unknown Mix,7/19/10,7/19/10,10/31/11,black,short,large,yes,,yes,yes,yes,yes,,both flat and garden
1545,Harold,11.92,male,Unknown Mix,7/21/10,7/21/10,10/31/11,white,wirehaired,large,yes,,yes,yes,,yes,,both flat and garden
308,Lenke,9.25,female,Unknown Mix,8/30/11,11/15/11,11/1/11,sable,short,medium,,,yes,yes,yes,yes,,both flat and garden
1549,Vilma,11.92,female,Labrador Retriever Mix,8/16/10,8/16/10,10/31/11,yellow-brown,short,medium,yes,,yes,,yes,yes,,both flat and garden
1550,Ron,11.92,male,Unknown Mix,8/16/10,8/16/10,10/31/11,black,wirehaired,large,yes,,yes,yes,yes,yes,,both flat and garden
1551,Félix,10.92,male,Unknown Mix,8/21/10,8/21/10,10/31/11,black and tan,short,medium,yes,,yes,,yes,yes,,both flat and garden
1539,Mira,10.92,female,Unknown Mix,7/22/10,7/22/10,10/31/11,black and brown,short,large,yes,,yes,,yes,yes,,both flat and garden
1526,Lujzi,9.92,female,Unknown Mix,4/6/10,4/6/10,10/31/11,black and brown,short,large,yes,,yes,yes,yes,yes,yes,both flat and garden
1536,Lili,14.92,female,Unknown Mix,6/1/10,6/1/10,10/31/11,striped,short,large,yes,,yes,yes,yes,no,,both flat and garden
1537,Magnum,11.92,male,Rottweiler Mix,6/18/10,6/18/10,10/31/11,black and tan,short,large,no,,yes,,no,no,no,both flat and garden
1527,Mackó,11.92,male,German Shepherd Dog Mix,4/18/10,4/18/10,10/31/11,sable,short,large,yes,,yes,yes,yes,yes,,both flat and garden
1541,Vega,11.92,female,Unknown Mix,7/12/10,7/12/10,10/31/11,black and brown,short,large,yes,,yes,yes,yes,yes,,both flat and garden
1529,Málna,13.92,female,Unknown Mix,4/28/10,4/28/10,10/31/11,brown,short,medium,yes,,yes,yes,,,,
1530,Jenny,10.83,female,German Shepherd Dog Mix,5/5/10,5/5/10,10/31/11,sable,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
1542,Taco,12.5,male,Unknown Mix,7/14/10,7/14/10,10/31/11,black and brown,short,large,yes,,yes,yes,yes,yes,,both flat and garden
1538,Léna,9.58,female,Unknown Mix,7/26/10,7/26/10,10/31/11,saddle back,short,large,yes,,yes,yes,yes,yes,,both flat and garden
1540,Vadóc,11.92,female,Unknown Mix,7/5/10,7/5/10,10/31/11,yellow-brown,short,medium,yes,,yes,,yes,,,both flat and garden
1543,Sharpi,9.5,male,Chinese Shar-Pei Mix,7/16/10,7/16/10,10/31/11,yellow-brown,short,medium,yes,,yes,,yes,yes,yes,both flat and garden
1535,Dorisz,17.92,female,Unknown Mix,6/1/10,6/1/10,10/31/11,saddle back,short,medium,yes,,yes,,yes,no,,both flat and garden
1533,Süti,11.92,male,Unknown Mix,5/16/10,5/16/10,10/31/11,black,wirehaired,medium,yes,,yes,yes,yes,yes,,both flat and garden
1534,Huba,10.92,male,Unknown Mix,6/18/10,6/18/10,10/31/11,brown and white,short,large,yes,,yes,yes,,yes,,both flat and garden
1524,Ottó,14.92,male,Dachshund Mix,3/26/10,3/26/10,10/31/11,saddle back,short,small,no,,,,,yes,,both flat and garden
1532,Mák,12.92,male,Unknown Mix,5/13/10,5/13/10,10/31/11,dotted,short,large,no,,yes,yes,,yes,,both flat and garden
1525,Brauni,10,female,Unknown Mix,2/12/10,2/12/10,10/31/11,black and brown,short,large,yes,,yes,yes,yes,yes,,both flat and garden
1528,Atika,11.92,male,Unknown Mix,4/24/10,4/24/10,10/31/11,black,short,medium,yes,,,,yes,yes,,
1531,Pamacs,15.92,male,Scotch Collie Mix,5/7/10,5/7/10,10/31/11,black and brown,long,large,yes,,,no,no,yes,,garden
409,Lipót,11.42,male,"Jagd Terrier, Puli Mix",1/12/09,1/12/09,10/30/11,black and tan,long,medium,yes,,yes,yes,,,,both flat and garden
1521,Zolika,10.92,male,Unknown Mix,3/13/10,3/13/10,10/31/11,saddle back,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
410,Husi,10.83,female,Dachshund Mix,8/12/09,8/12/09,10/30/11,apricot,short,small,no,,yes,yes,yes,yes,,flat
306,Elza,10.67,female,Unknown Mix,9/21/11,11/10/11,10/24/11,yellow-brown,short,medium,,yes,yes,yes,yes,yes,yes,both flat and garden
102,Cookie,8.75,female,Staffordshire Terrier Mix,8/10/11,8/10/11,10/19/11,black,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
414,Zafíra,10.75,female,"German Pointer, Vizsla Mix",12/15/10,12/15/10,10/30/11,brown,short,medium,yes,,yes,yes,yes,yes,,flat
419,Suba,10.5,male,Puli Mix,9/18/11,9/18/11,10/30/11,black,long,medium,no,,yes,yes,,,,both flat and garden
412,Szotyi,9.92,male,Terrier Mix,10/20/11,10/20/11,10/30/11,black and tan,short,medium,,,yes,yes,,,,flat
415,Móricka,11.25,male,Vizsla Mix,10/12/09,10/12/09,10/30/11,black and tan,wirehaired,large,yes,,yes,yes,,,,both flat and garden
1522,Pepe,11.92,male,Unknown Mix,3/19/10,3/19/10,10/31/11,brown,medium,medium,no,,yes,yes,,yes,,both flat and garden
406,Stefi &Amp,8.33,female,Unknown Mix,8/25/11,8/25/11,10/22/11,black,short,medium,,,,,,,,
1520,Romi,16.92,male,German Shepherd Dog Mix,3/12/10,3/12/10,10/31/11,sable,short,large,yes,,yes,yes,yes,yes,,both flat and garden
95,B.Andi,13.08,female,"Mudi, Puli Mix",8/10/11,8/10/11,10/19/11,black,medium,medium,,,yes,yes,,,,garden
1523,Piri,11.92,female,Unknown Mix,3/19/10,3/19/10,10/31/11,black,short,medium,yes,,yes,yes,yes,no,,both flat and garden
104,Atosz,17.08,male,Kuvasz Mix,8/10/11,8/10/11,10/19/11,white,medium,large,,,yes,yes,yes,yes,,garden
97,Minike,8.67,female,German Shepherd Dog Mix,8/10/11,8/10/11,10/19/11,saddle back,medium,medium,,,yes,yes,yes,yes,yes,both flat and garden
411,Valka,11.67,female,Unknown Mix,11/1/08,11/1/08,10/30/11,black,short,medium,yes,,yes,yes,yes,yes,,flat
94,Ravaszka,17.08,female,Dachshund Mix,8/10/11,8/10/11,10/19/11,brown,short,small,,,yes,yes,,,,both flat and garden
1519,Kara Anyu,12.92,female,Unknown Mix,2/18/10,2/18/10,10/31/11,black,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
1518,Koppány,10.92,male,Transylvanian Hound Mix,2/17/10,2/17/10,10/31/11,saddle back,short,large,yes,,yes,yes,yes,yes,,both flat and garden
81,Léna,9.08,female,Schnauzer Mix,9/1/11,9/1/11,10/18/11,black,wirehaired,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
92,Pötyike,10.08,female,Dalmatian Mix,8/10/11,8/10/11,10/19/11,dotted,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
91,Hisztis,10.08,female,German Shepherd Dog Mix,8/10/11,8/10/11,10/19/11,golden,medium,medium,,,,,,,,
90,C,14.08,female,Pumi Mix,8/10/11,8/10/11,10/19/11,gray,medium,medium,,,yes,,yes,yes,,garden
77,Bella,13.08,female,German Shepherd Dog Mix,9/1/11,9/1/11,10/18/11,sable,short,large,,,yes,yes,yes,yes,,garden
83,Lara,13.08,female,German Shepherd Dog,8/10/11,8/10/11,10/19/11,sable,short,large,,,yes,yes,,,,both flat and garden
67,Gordon,14.08,male,Golden Retriever Mix,9/1/11,9/1/11,10/18/11,apricot,short,large,,,yes,yes,yes,yes,yes,garden
87,Rita,13.08,female,German Shepherd Dog Mix,8/10/11,8/10/11,10/19/11,yellow-brown,short,large,,,yes,,yes,yes,,both flat and garden
72,Nózi,9.58,male,Unknown Mix,7/16/10,7/16/10,10/18/11,brown,short,medium,yes,,yes,yes,no,,,garden
71,Kornél,9.08,male,Labrador Retriever Mix,9/1/11,9/1/11,10/18/11,black,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
89,Ginger,9.08,female,German Shepherd Dog,8/10/11,8/10/11,10/19/11,sable,short,medium,,,yes,yes,,,,garden
76,Zola,17.08,female,"German Shepherd Dog, Siberian Husky Mix",9/1/11,9/1/11,10/18/11,sable,medium,large,,,yes,yes,yes,yes,,both flat and garden
93,Candy,9.17,female,"Belgian Sheepdog, German Shepherd Dog Mix",8/10/11,8/10/11,10/19/11,yellow-brown,short,medium,,,yes,yes,yes,yes,,garden
82,Kökény,14.92,female,Irish Wolfhound Mix,8/10/11,8/10/11,10/19/11,wild boar,wirehaired,large,,,yes,,,,,
68,Soma,10,male,Standard Schnauzer Mix,9/1/11,9/1/11,10/18/11,black,wirehaired,medium,yes,,yes,,no,,no,
78,Dolli,15.08,female,Unknown Mix,9/1/11,9/1/11,10/18/11,brown,short,large,,,yes,yes,,,,garden
298,Vali,9.75,female,Unknown Mix,10/11/11,10/25/11,10/18/11,black and tan,short,small,yes,yes,yes,yes,yes,yes,,both flat and garden
79,Lola,11.08,female,Unknown Mix,9/1/11,9/1/11,10/18/11,yellow-brown,short,medium,yes,,yes,yes,yes,no,,both flat and garden
80,Brandy,14.08,female,Vizsla Mix,9/1/11,9/1/11,10/18/11,yellow-brown,short,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
66,Papi,13.08,male,Dachshund Mix,9/1/11,9/1/11,10/18/11,brown,short,small,,,yes,,no,,,
387,Vica,10.58,female,"Labrador Retriever, Vizsla Mix",11/5/10,11/5/10,9/2/11,golden,short,medium,yes,,yes,yes,yes,yes,,flat
65,Eddy,10,male,Labrador Retriever Mix,9/1/11,9/1/11,10/18/11,black,medium,medium,,,yes,,,,,both flat and garden
4,Bozont,9.58,female,Unknown Mix,7/1/11,7/1/11,10/15/11,black and brown,medium,medium,no,,yes,,yes,yes,,
192,Róka,9.25,male,"Dachshund, Mudi, Papillon Mix",8/2/11,8/2/11,9/6/11,red and white,short,small,,,yes,yes,,yes,,both flat and garden
184,Miszti,14.75,female,Schnauzer Mix,11/8/09,11/8/09,10/14/11,black,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
296,Lala,11.67,male,Unknown Mix,10/11/11,10/30/11,10/17/11,spotty,wirehaired,medium,,yes,yes,yes,,yes,,both flat and garden
1,Foltos,13.17,female,Unknown Mix,7/1/11,7/1/11,10/14/11,tricolor,medium,medium,yes,,yes,yes,yes,yes,no,
290,Tánya,8.92,female,German Shepherd Dog Mix,8/12/11,9/30/11,9/13/11,saddle back,medium,medium,,yes,yes,yes,yes,yes,,both flat and garden
7,Dugó,10.08,male,Unknown Mix,5/17/11,5/17/11,10/16/11,black and tan,short,medium,no,,yes,,no,no,,
63,Capitain Jack Sparrow,9.08,male,"Puli, Scotch Collie Mix",9/1/11,9/1/11,10/18/11,apricot,short,medium,yes,yes,yes,,,,,both flat and garden
394,Natasa,9.42,female,Terrier Mix,8/17/11,8/17/11,9/23/11,wild boar,medium,medium,yes,,yes,yes,,,,
390,Leon,9.42,male,Unknown Mix,2/5/11,2/5/11,9/2/11,brown,short,medium,no,,yes,yes,yes,yes,,both flat and garden
291,Miksa,15.25,male,Unknown Mix,9/7/11,9/30/11,9/13/11,brown,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
62,Amarok,12.08,male,Siberian Husky Mix,9/1/11,9/1/11,10/18/11,gray and white,short,large,,,yes,,,,,
10,Totó,13.08,male,Dachshund Mix,8/22/11,8/22/11,10/16/11,brown,short,small,yes,,yes,,no,yes,,
18,Lina,9.25,female,Unknown Mix,9/19/11,9/19/11,10/18/11,black,short,medium,,,,,yes,yes,,
64,Milky Way,10,male,Labrador Retriever Mix,9/1/11,9/1/11,10/18/11,apricot,short,large,,,yes,,,,no,both flat and garden
186,Rini,9.25,female,Dachshund Mix,8/22/11,8/22/11,9/5/11,black and tan,short,small,,yes,yes,yes,yes,yes,,both flat and garden
396,Puszi,8.58,female,Hound Mix,8/17/11,8/17/11,10/4/11,black and tan,short,medium,,,yes,yes,yes,yes,,
392,Nina,9.42,female,"Vizsla, Whippet Mix",7/10/10,7/10/10,9/2/11,tricolor,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
282,Almády Gréti,8.42,female,Unknown Mix,7/26/11,9/5/11,8/20/11,tricolor,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
500,Sába,14.92,female,German Shepherd Dog,8/15/11,8/15/11,8/15/11,saddle back,short,large,yes,,yes,yes,yes,no,,garden
58,Pincsik,8.58,male,Greyhound Mix,7/1/11,7/1/11,7/12/11,black and brown,short,small,,,,,,,,
1002,Vidra,8.67,female,Unknown Mix,6/2/11,6/2/11,7/7/11,black and tan,short,small,no,no,yes,,yes,yes,,flat
462,Klaudia,10.92,female,Unknown Mix,7/11/11,7/11/11,7/12/11,black,long,large,yes,,yes,yes,yes,yes,,garden
1008,Micike,18.42,female,Unknown Mix,1/3/11,1/3/11,7/7/11,red,short,medium,,yes,yes,yes,yes,yes,,flat
361,Gahan,9.83,male,German Shepherd Dog Mix,4/15/10,4/15/10,7/30/11,black,medium,medium,yes,,yes,yes,yes,yes,,both flat and garden
365,Alvin,9.17,male,German Shepherd Dog Mix,2/1/11,2/1/11,7/30/11,saddle back,medium,medium,no,,yes,yes,yes,yes,,both flat and garden
366,Ariel,9.17,female,German Shepherd Dog Mix,12/22/10,12/22/10,7/30/11,sable,short,medium,no,,yes,yes,yes,yes,,both flat and garden
504,Elke,10.33,female,Unknown Mix,8/23/11,8/23/11,8/25/11,black and white,short,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
496,Shila,14.92,female,German Shepherd Dog,8/15/11,8/15/11,8/15/11,saddle back,short,large,yes,,yes,yes,yes,yes,,garden
362,Lencsi,9.5,female,"Dachshund, Hound Mix",6/30/10,6/30/10,7/30/11,black and brown,short,medium,,,,,yes,yes,,
